					96	Microsoft	Windows	general purpose	2008	
			54657	Microsoft Windows 7 SP0 - SP1, Windows Server 2008 SP1, or Windows 8	96	Microsoft	Windows	general purpose	7	
					96	Microsoft	Windows	general purpose	2008	
					96	Microsoft	Windows	general purpose	8	
			54867	Microsoft Windows 7 Ultimate	96	Microsoft	Windows	general purpose	7	
			56473	Microsoft Windows Vista or Windows 7 SP1	96	Microsoft	Windows	general purpose	Vista	
					96	Microsoft	Windows	general purpose	7	
			56707	Microsoft Windows Vista SP1 - SP2 or Windows 7	96	Microsoft	Windows	general purpose	Vista	
					96	Microsoft	Windows	general purpose	7	
			56746	Microsoft Windows Vista SP2	96	Microsoft	Windows	general purpose	Vista	
			56819	Microsoft Windows Vista SP2 or Windows 7 SP1	96	Microsoft	Windows	general purpose	Vista	
					96	Microsoft	Windows	general purpose	7	
										'OS:SCAN(V=6.46%E=4%D=11/25%OT=135%CT=1%CU=37749%PV=Y%DS=2%DC=I%G=Y%TM=5474E
OS:A44%P=i686-pc-windows-windows)SEQ(SP=103%GCD=1%ISR=10A%TI=I%CI=I%II=I%SS
OS:=S%TS=7)SEQ(SP=103%GCD=1%ISR=10A%TI=I%CI=I%TS=7)OPS(O1=M594NW8ST11%O2=M5
OS:94NW8ST11%O3=M594NW8NNT11%O4=M594NW8ST11%O5=M594NW8ST11%O6=M594ST11)WIN(
OS:W1=2000%W2=2000%W3=2000%W4=2000%W5=2000%W6=2000)ECN(R=Y%DF=Y%T=80%W=2000
OS:%O=M594NW8NNS%CC=N%Q=)T1(R=Y%DF=Y%T=80%S=O%A=S+%F=AS%RD=0%Q=)T2(R=Y%DF=Y
OS:%T=80%W=0%S=Z%A=S%F=AR%O=%RD=0%Q=)T3(R=Y%DF=Y%T=80%W=0%S=Z%A=O%F=AR%O=%R
OS:D=0%Q=)T4(R=Y%DF=Y%T=80%W=0%S=A%A=O%F=R%O=%RD=0%Q=)T5(R=Y%DF=Y%T=80%W=0%
OS:S=Z%A=S+%F=AR%O=%RD=0%Q=)T6(R=Y%DF=Y%T=80%W=0%S=A%A=O%F=R%O=%RD=0%Q=)T7(
OS:R=Y%DF=Y%T=80%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)U1(R=Y%DF=N%T=80%IPL=164%UN=0
OS:%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)IE(R=Y%DFI=N%T=80%CD=Z)
'
open	80	tcp	54867	Microsoft Windows 7 Ultimate	100	Microsoft	Windows	general purpose	7	
open	22	tcp	13984	Cisco Catalyst 1900, 2820, 2960, 3560, 3750, 4500, or 6513 switch (IOS 12.2)	100	Cisco	IOS	switch	12.X	
